CustomerID,Segment,Churn_Probability,Risk_Category,Monetary,Frequency
15575,Hibernating,0.9787435,High Risk,30.1,1
15576,New Customers,0.010555264,Low Risk,921.37,1
15577,Hibernating,0.93070006,High Risk,396.03,5
15578,Hibernating,0.9771121,High Risk,127.1,1
15579,Hibernating,0.6329033,High Risk,1250.63,5
15580,Hibernating,0.93005204,High Risk,1375.39,8
15581,Champions,0.8202604,High Risk,7480.4,38
15582,New Customers,0.008109475,Low Risk,682.9100000000001,3
15583,Hibernating,0.5877418,Medium Risk,95.96,1
15584,New Customers,0.00071798393,Low Risk,1268.2,6
15585,Hibernating,0.89743525,High Risk,455.3,1
15586,Hibernating,0.97432876,High Risk,1139.1,3
15587,Hibernating,0.86576873,High Risk,1522.08,7
15588,Hibernating,0.9534959,High Risk,579.6,1
15589,Hibernating,0.97553533,High Risk,478.53,3
15590,Hibernating,0.9411961,High Risk,1496.6,5
15591,Hibernating,0.97655815,High Risk,217.9,3
15592,New Customers,0.008024373,Low Risk,388.58,1
15593,Hibernating,0.6697484,High Risk,199.8,1
15594,New Customers,0.0034357535,Low Risk,1771.78,5
15595,Hibernating,0.9090119,High Risk,357.6,1
15596,Hibernating,0.8949496,High Risk,2727.72,9
15597,New Customers,0.012737259,Low Risk,563.37,2
15598,New Customers,0.015181426,Low Risk,548.02,2
15599,New Customers,0.00153572,Low Risk,1250.06,3
15600,Hibernating,0.929982,High Risk,1199.31,4
15601,Champions,0.0022075798,Low Risk,14191.74,30
15602,Champions,0.0016720495,Low Risk,3137.96,16
15603,Hibernating,0.3372085,Medium Risk,88.48,2
15604,Hibernating,0.5804031,Medium Risk,216.39,1
15605,Champions,0.0024222282,Low Risk,1741.95,9
15606,Champions,0.067087255,Low Risk,5230.99,17
15607,Hibernating,0.7709874,High Risk,1708.97,9
15608,New Customers,0.0042739757,Low Risk,1785.98,5
15609,Hibernating,0.955034,High Risk,298.48,1
15610,Hibernating,0.4650465,Medium Risk,112.46,1
15611,Champions,0.0075546093,Low Risk,2997.28,26
15612,New Customers,0.006130455,Low Risk,195.15,2
15613,Hibernating,0.9262697,High Risk,433.72,1
15614,Hibernating,0.9539524,High Risk,3147.36,4
15615,Champions,0.0040674014,Low Risk,21373.97,47
15616,Hibernating,0.97647923,High Risk,317.11,1
15617,Hibernating,0.9841889,High Risk,828.5500000000001,3
15618,New Customers,0.011006515,Low Risk,776.851,4
15619,New Customers,0.006668252,Low Risk,336.4,1
15620,Hibernating,0.682664,High Risk,1942.36,4
15621,New Customers,0.0033249867,Low Risk,1293.03,4
15622,Champions,0.12556563,Low Risk,7852.610000000001,17
15623,Hibernating,0.7836715,High Risk,2437.05,8
15624,Hibernating,0.95657337,High Risk,588.13,4
15625,Hibernating,0.898708,High Risk,3236.4,9
15626,Hibernating,0.44611153,Medium Risk,1067.52,3
15627,Hibernating,0.9721786,High Risk,566.9,2
15628,Champions,0.0019032385,Low Risk,5333.08,17
15629,Hibernating,0.932357,High Risk,2240.9,4
15630,New Customers,0.00204148,Low Risk,1481.4,3
15631,Hibernating,0.96401954,High Risk,596.67,1
15632,Champions,0.0031016513,Low Risk,3285.31,8
15633,Hibernating,0.9580639,High Risk,4335.96,13
15634,New Customers,0.01074926,Low Risk,554.65,2
15635,Hibernating,0.85922897,High Risk,100.35,1
15636,Hibernating,0.6442693,High Risk,1444.58,4
15637,New Customers,0.001251166,Low Risk,797.59,5
15638,Hibernating,0.8978248,High Risk,2265.2,6
15639,Hibernating,0.8022149,High Risk,1065.08,3
15640,Champions,0.0029470872,Low Risk,23494.31,29
15641,Champions,0.30256844,Medium Risk,5345.55,12
15642,Hibernating,0.7628098,High Risk,105.78,1
15643,Hibernating,0.9840134,High Risk,664.0,3
15644,Hibernating,0.96535057,High Risk,803.54,4
15645,New Customers,0.0016389708,Low Risk,1055.17,3
15646,Hibernating,0.9620013,High Risk,784.8100000000001,5
15647,Hibernating,0.72662437,High Risk,169.0,1
15648,Hibernating,0.9688278,High Risk,639.5,2
15649,Hibernating,0.9533032,High Risk,1660.35,4
15650,Hibernating,0.99008465,High Risk,553.88,2
15651,New Customers,0.0029155198,Low Risk,1259.06,5
15652,Hibernating,0.87923914,High Risk,1405.94,5
15653,Hibernating,0.9883292,High Risk,877.44,2
15654,New Customers,0.0049176854,Low Risk,922.53,2
15655,Hibernating,0.96957064,High Risk,560.6700000000001,1
15656,New Customers,0.0039255503,Low Risk,748.5,4
15657,Hibernating,0.6852635,High Risk,30.0,1
15658,Hibernating,0.85185814,High Risk,2117.27,8
15659,New Customers,0.008238404,Low Risk,532.49,3
15660,Champions,0.0017352186,Low Risk,2603.69,15
15661,Hibernating,0.93774736,High Risk,1215.95,8
15662,Hibernating,0.96768963,High Risk,283.73,2
15663,Hibernating,0.8724417,High Risk,138.14,1
15664,New Customers,0.0030096194,Low Risk,1254.03,4
15665,Hibernating,0.8258678,High Risk,3987.07,5
15666,Hibernating,0.9807113,High Risk,632.94,2
15667,New Customers,0.003674071,Low Risk,301.32000000000005,1
15668,Hibernating,0.9642147,High Risk,76.32000000000001,1
15669,New Customers,0.0067052953,Low Risk,684.34,4
15670,Hibernating,0.964079,High Risk,325.2,2
15671,Champions,0.0058223745,Low Risk,2657.13,7
15672,Hibernating,0.9834547,High Risk,45.3,1
15673,Champions,0.026968418,Low Risk,6204.32,9
15674,Champions,0.0022204386,Low Risk,6948.2300000000005,13
15675,Hibernating,0.261505,Low Risk,542.04,4
15676,New Customers,0.01318406,Low Risk,3435.76,3
15677,New Customers,0.0057883277,Low Risk,1305.63,3
15678,Hibernating,0.610226,High Risk,1825.94,3
15679,New Customers,0.0075929128,Low Risk,781.28,4
15680,Champions,0.0014014115,Low Risk,4028.69,10
15681,Champions,0.011437797,Low Risk,2989.7000000000003,14
15682,Hibernating,0.9306565,High Risk,318.24,2
15683,Hibernating,0.96915084,High Risk,524.54,2
15684,Hibernating,0.96212894,High Risk,173.95,3
15685,Hibernating,0.9269012,High Risk,55.98,1
15686,Hibernating,0.93529713,High Risk,90.0,1
15687,Champions,0.011587429,Low Risk,2993.1,9
15688,Hibernating,0.9840074,High Risk,190.57,1
15689,Hibernating,0.93977004,High Risk,521.03,3
15690,New Customers,0.004566662,Low Risk,239.76,2
15691,Hibernating,0.9535023,High Risk,571.3,4
15692,New Customers,0.0022311064,Low Risk,191.04,1
15693,Hibernating,0.7361895,High Risk,37.5,1
15694,Champions,0.0026481056,Low Risk,9978.48,24
15695,Hibernating,0.8668257,High Risk,1131.04,4
15696,Champions,0.0027631354,Low Risk,3881.22,13
15697,Hibernating,0.971826,High Risk,246.75,1
15698,Hibernating,0.937643,High Risk,46.2,1
15699,New Customers,0.032502573,Low Risk,309.65,1
15700,Hibernating,0.99456894,High Risk,696.68,2
15701,New Customers,0.00789768,Low Risk,1529.0,4
15702,Hibernating,0.99121886,High Risk,140.39,2
15703,Hibernating,0.80709225,High Risk,211.5,1
15704,Hibernating,0.77365077,High Risk,3734.66,6
15705,Hibernating,0.9333069,High Risk,143.1,1
15706,Hibernating,0.5214509,Medium Risk,1060.56,4
15707,New Customers,0.0043780487,Low Risk,916.98,4
15708,Champions,0.015324497,Low Risk,3887.15,9
15709,Hibernating,0.9862044,High Risk,327.85,2
15710,Hibernating,0.98448807,High Risk,898.87,1
15711,Hibernating,0.9873009,High Risk,420.25,2
15712,Champions,0.001959993,Low Risk,3472.41,12
15713,Hibernating,0.8399997,High Risk,839.64,4
15714,New Customers,0.0026960084,Low Risk,783.96,5
15715,Hibernating,0.98612565,High Risk,658.02,5
15716,Hibernating,0.8671593,High Risk,2485.26,11
15717,Hibernating,0.9078636,High Risk,607.0,5
15718,Hibernating,0.96836424,High Risk,293.79,1
15719,Champions,0.0026839043,Low Risk,10195.97,31
15720,New Customers,0.009622908,Low Risk,739.22,2
15721,New Customers,0.006312549,Low Risk,471.4,1
15722,Champions,0.060040914,Low Risk,5234.0,11
15723,Hibernating,0.9895023,High Risk,930.7,4
15724,Hibernating,0.97938913,High Risk,310.85,3
15725,New Customers,0.0016663363,Low Risk,415.25,1
15726,Hibernating,0.9733889,High Risk,321.91,1
15727,Champions,0.0054959212,Low Risk,9371.71,15
15728,Hibernating,0.98276204,High Risk,544.6,2
15729,Hibernating,0.98577523,High Risk,192.55,3
15730,Hibernating,0.675344,High Risk,1726.58,5
15731,Hibernating,0.8875883,High Risk,125.3,1
15732,Hibernating,0.84316975,High Risk,1543.97,10
15733,Hibernating,0.9823737,High Risk,162.3,1
15734,Hibernating,0.93747824,High Risk,2263.3,4
15735,Hibernating,0.95705676,High Risk,327.68,1
15736,Hibernating,0.9425346,High Risk,1767.12,2
15737,New Customers,0.000863651,Low Risk,1188.12,8
15738,Champions,0.0017080137,Low Risk,13043.32,41
15739,New Customers,0.010047691,Low Risk,449.12,1
15740,Hibernating,0.57477456,Medium Risk,154.88,1
15741,Hibernating,0.97121596,High Risk,208.62,2
15742,Hibernating,0.9843016,High Risk,156.87,1
15743,New Customers,0.0047254795,Low Risk,775.96,4
15744,Hibernating,0.33580807,Medium Risk,34.8,1
15745,New Customers,0.0008608104,Low Risk,1094.59,4
15746,Hibernating,0.97227377,High Risk,196.88,1
15747,Champions,0.001161842,Low Risk,2499.81,9
15748,New Customers,0.010860946,Low Risk,609.81,3
15749,Hibernating,0.94112855,High Risk,44534.3,3
15750,Champions,0.0020416956,Low Risk,6452.991,18
15751,Hibernating,0.96831447,High Risk,1380.44,11
15752,Champions,0.021576649,Low Risk,3924.91,9
15753,Hibernating,0.91210026,High Risk,79.2,1
15754,Champions,0.009023954,Low Risk,3037.61,9
15755,Champions,0.0052214805,Low Risk,5993.12,17
15756,New Customers,0.0038097913,Low Risk,528.01,4
15757,Hibernating,0.6050856,High Risk,2940.36,6
15758,New Customers,0.0082724,Low Risk,205.25,1
15759,Hibernating,0.9593886,High Risk,830.9300000000001,7
15760,Hibernating,0.9501057,High Risk,13916.34,2
15761,Hibernating,0.95815414,High Risk,143.05,1
15762,New Customers,0.008759569,Low Risk,583.75,2
15763,New Customers,0.03310645,Low Risk,1086.92,2
15764,Hibernating,0.4498539,Medium Risk,4503.08,8
15765,Hibernating,0.95476353,High Risk,370.63,1
15766,New Customers,0.0025129248,Low Risk,831.0600000000001,3
15768,Champions,0.67939675,High Risk,15308.89,34
15769,Champions,0.005355226,Low Risk,88612.52,46
15770,Hibernating,0.9613778,High Risk,321.45,1
15771,Hibernating,0.9616994,High Risk,1006.54,3
15772,Hibernating,0.95792097,High Risk,280.88,1
15773,New Customers,0.0031378206,Low Risk,774.52,2
15774,Hibernating,0.24862148,Low Risk,1288.34,6
15775,Hibernating,0.924651,High Risk,150.5,2
15776,Hibernating,0.73404086,High Risk,241.62,1
15777,Hibernating,0.8848448,High Risk,1762.61,7
15778,Hibernating,0.9821129,High Risk,307.95000000000005,1
15779,Hibernating,0.97198313,High Risk,124.08,2
15780,Hibernating,0.9798962,High Risk,475.28,3
15781,New Customers,0.0019654273,Low Risk,345.46000000000004,3
15782,New Customers,0.00741983,Low Risk,4014.1,4
15783,New Customers,0.018849442,Low Risk,246.3,1
15784,Hibernating,0.9715736,High Risk,848.33,2
15785,Champions,0.001565113,Low Risk,5969.93,16
15786,Champions,0.0903532,Low Risk,8501.62,5
15787,New Customers,0.0025492387,Low Risk,933.26,3
15788,Hibernating,0.91381574,High Risk,221.83,1
15789,Hibernating,0.8777686,High Risk,1962.01,6
15790,New Customers,0.0036821493,Low Risk,218.75,1
15791,Hibernating,0.07263343,Low Risk,3608.34,5
15792,Hibernating,0.96033424,High Risk,933.84,2
15793,Champions,0.0023459888,Low Risk,2399.57,8
15794,Hibernating,0.9731957,High Risk,777.0,2
15795,Hibernating,0.8229888,High Risk,1979.87,8
15796,Champions,0.08409843,Low Risk,5171.63,17
15797,Hibernating,0.78433466,High Risk,2821.08,6
15798,Hibernating,0.94822764,High Risk,1535.37,3
15799,Hibernating,0.5091229,Medium Risk,1421.34,4
15800,Hibernating,0.68544614,High Risk,1227.07,7
15801,New Customers,0.0012773083,Low Risk,1063.95,3
15802,Hibernating,0.98267186,High Risk,451.42,1
15803,Hibernating,0.17468385,Low Risk,1929.66,4
15804,Champions,0.017703548,Low Risk,4206.39,13
15805,Champions,0.0012554157,Low Risk,10148.93,30
15806,New Customers,0.0041403687,Low Risk,784.58,3
15807,Hibernating,0.03616951,Low Risk,1817.52,5
15808,Champions,0.7425192,High Risk,17180.25,21
15809,New Customers,0.010530566,Low Risk,1274.44,7
15810,Hibernating,0.215754,Low Risk,2999.04,8
15811,Champions,0.015065304,Low Risk,3486.15,7
15812,Champions,0.7411705,High Risk,5201.47,12
15813,Hibernating,0.9721729,High Risk,1303.91,2
15814,Champions,0.019176383,Low Risk,2634.44,6
15815,Hibernating,0.7786859,High Risk,2100.6,5
15816,Hibernating,0.9853593,High Risk,144.15,2
15817,Hibernating,0.8465256,High Risk,2766.4,3
15818,Hibernating,0.91745913,High Risk,340.5,1
15819,Champions,0.014954045,Low Risk,3934.79,10
15820,Hibernating,0.9693887,High Risk,206.98,1
15821,New Customers,0.014121126,Low Risk,570.96,2
15822,New Customers,0.00068224897,Low Risk,1840.06,6
15823,Hibernating,0.8777998,High Risk,3882.17,3
15824,Hibernating,0.9867144,High Risk,890.94,2
15825,Hibernating,0.89454573,High Risk,532.94,1
15826,Hibernating,0.29904765,Low Risk,2598.28,4
15827,Champions,0.063517325,Low Risk,3603.14,28
15828,Hibernating,0.971491,High Risk,1108.82,1
15829,New Customers,0.1865988,Low Risk,636.14,2
15830,New Customers,0.0046965554,Low Risk,576.0,1
15831,New Customers,0.008509899,Low Risk,794.64,3
15832,Hibernating,0.96304464,High Risk,836.79,1
15833,Hibernating,0.97876394,High Risk,80.4,1
15834,Hibernating,0.29040748,Low Risk,3764.39,7
15835,New Customers,0.0019440176,Low Risk,954.09,4
15836,Hibernating,0.7460863,High Risk,137.37,1
15837,New Customers,0.009612107,Low Risk,777.01,2
15838,Champions,0.0034780751,Low Risk,73205.5,34
15839,New Customers,0.0016246516,Low Risk,1048.49,3
15840,New Customers,0.0044441815,Low Risk,355.56,2
15841,Hibernating,0.012405504,Low Risk,2742.41,9
15842,Hibernating,0.9778806,High Risk,548.8000000000001,2
15843,Hibernating,0.9758607,High Risk,118.95,1
15844,Hibernating,0.6176607,High Risk,130.73999999999998,1
15845,Champions,0.001292887,Low Risk,4426.28,11
15846,Hibernating,0.92329156,High Risk,107.01,1
15847,New Customers,0.003705925,Low Risk,822.57,5
15848,Hibernating,0.96491706,High Risk,137.99,1
15850,New Customers,0.0020735532,Low Risk,1006.75,6
15851,Hibernating,0.8480721,High Risk,109.73,1
15852,Hibernating,0.98476464,High Risk,257.26,3
15853,Hibernating,0.47991174,Medium Risk,110.8,1
15854,Champions,0.003800219,Low Risk,5578.28,21
15855,Hibernating,0.90021247,High Risk,1052.72,6
15856,Champions,0.0015174168,Low Risk,32275.95,52
15857,New Customers,0.029080618,Low Risk,570.48,2
15858,Champions,0.0010248296,Low Risk,3552.41,13
15859,Hibernating,0.83142835,High Risk,438.46,1
15860,Champions,0.003285866,Low Risk,2361.3,17
15861,Champions,0.0016152236,Low Risk,4369.2,12
15862,Champions,0.0021794164,Low Risk,2512.29,13
15863,New Customers,0.0011100062,Low Risk,355.1,5
15864,Champions,0.011105113,Low Risk,2180.76,7
15865,Hibernating,0.0076336837,Low Risk,2241.42,5
15866,Hibernating,0.98496026,High Risk,211.89,1
15867,Champions,0.0021428515,Low Risk,8923.3,31
15868,Hibernating,0.9096764,High Risk,94.53,1
15869,Hibernating,0.97777516,High Risk,321.11,3
15870,New Customers,0.0044456925,Low Risk,857.46,4
15871,Hibernating,0.91732013,High Risk,33.099999999999994,1
15872,New Customers,0.012303898,Low Risk,729.25,4
15873,Hibernating,0.98503345,High Risk,313.92,4
15874,Champions,0.08676852,Low Risk,11284.76,21
15875,Hibernating,0.8840449,High Risk,108.52,1
15876,Hibernating,0.95547587,High Risk,1449.14,2
15877,New Customers,0.004113149,Low Risk,490.33,2
15878,Hibernating,0.9886432,High Risk,330.77,2
15879,Hibernating,0.90572387,High Risk,1137.8,4
15880,Hibernating,0.9823209,High Risk,329.03,1
15881,Hibernating,0.98696274,High Risk,501.39,5
15882,Hibernating,0.8252859,High Risk,1124.66,8
15883,New Customers,0.00884955,Low Risk,396.48,2
15884,Hibernating,0.9755762,High Risk,244.6,2
15885,Champions,0.70365465,High Risk,1951.82,15
15886,Hibernating,0.35376325,Medium Risk,1052.87,4
15887,Hibernating,0.9660412,High Risk,1027.15,3
15888,New Customers,0.0028870858,Low Risk,429.16,3
15889,Hibernating,0.7745051,High Risk,1427.6,8
15890,Hibernating,0.96658397,High Risk,535.65,5
15891,Hibernating,0.9838059,High Risk,511.68,1
15892,Hibernating,0.97536725,High Risk,128.2,1
15893,Hibernating,0.9556437,High Risk,305.28000000000003,1
15894,Hibernating,0.99023026,High Risk,258.25,2
15895,Hibernating,0.9629488,High Risk,179.17,1
15897,Hibernating,0.9798376,High Risk,208.59,2
15898,Champions,0.004213771,Low Risk,4996.45,25
15899,Hibernating,0.96623224,High Risk,56.25,1
15900,New Customers,0.0035785069,Low Risk,886.57,4
15901,New Customers,0.006937633,Low Risk,687.72,7
15902,Hibernating,0.9456091,High Risk,145.01,1
15903,Champions,0.0023921793,Low Risk,8939.84,12
15904,New Customers,0.0023702788,Low Risk,164.68,1
15905,Hibernating,0.95717555,High Risk,114.69,1
15906,Champions,0.030213365,Low Risk,2530.19,10
15907,New Customers,0.016380299,Low Risk,882.72,3
15908,Hibernating,0.95999104,High Risk,758.62,2
15909,Hibernating,0.9516135,High Risk,191.94,1
15910,Champions,0.0012106507,Low Risk,2661.17,15
15911,Hibernating,0.8827998,High Risk,1700.24,8
15912,Hibernating,0.86959577,High Risk,1074.7,9
15913,Hibernating,0.8472148,High Risk,6.300000000000001,1
15914,Hibernating,0.98473746,High Risk,205.99,2
15915,Hibernating,0.9687029,High Risk,364.45,1
15916,Champions,0.0020184268,Low Risk,3145.24,13
15917,Hibernating,0.96928847,High Risk,530.17,5
15918,Hibernating,0.98257476,High Risk,582.88,3
15919,New Customers,0.0025653583,Low Risk,525.69,2
15920,Hibernating,0.9573679,High Risk,569.14,9
15921,Hibernating,0.9595318,High Risk,775.26,4
15922,Hibernating,0.8804864,High Risk,369.5,1
15923,Hibernating,0.9619307,High Risk,127.08,1
15924,Hibernating,0.98011106,High Risk,102.82,1
15925,Hibernating,0.9359515,High Risk,207.15,1
15926,Hibernating,0.91084635,High Risk,134.44,1
15927,Hibernating,0.9791895,High Risk,106.54,1
15928,Hibernating,0.94348395,High Risk,293.53,1
15929,Hibernating,0.9436116,High Risk,594.0,1
15930,Hibernating,0.4730167,Medium Risk,426.63,1
15931,Hibernating,0.9561059,High Risk,239.9,1
15932,Champions,0.008244547,Low Risk,2495.87,8
15933,New Customers,0.0020042544,Low Risk,1107.46,3
15934,Hibernating,0.9449365,High Risk,2190.66,2
15935,Hibernating,0.9762681,High Risk,416.86,2
15936,Hibernating,0.98169005,High Risk,282.79,2
15937,Hibernating,0.59295565,Medium Risk,145.35000000000002,1
15938,Hibernating,0.8494507,High Risk,734.8100000000001,9
15939,Champions,0.100253634,Low Risk,9060.39,16
15940,Hibernating,0.9707102,High Risk,35.8,1
15941,Hibernating,0.90084964,High Risk,405.0,1
15942,Hibernating,0.9664138,High Risk,337.44,1
15943,Hibernating,0.9785444,High Risk,271.29,2
15944,Hibernating,0.8964457,High Risk,2164.24,4
15945,Hibernating,0.96292824,High Risk,646.27,4
15946,Hibernating,0.888278,High Risk,2304.18,3
15947,New Customers,0.030933427,Low Risk,1708.24,1
15948,New Customers,0.015009664,Low Risk,1509.09,3
15949,New Customers,0.003045519,Low Risk,364.72,2
15950,Champions,0.002188566,Low Risk,7120.91,10
15951,New Customers,0.022573315,Low Risk,1013.17,3
15952,New Customers,0.0012161991,Low Risk,781.91,4
15953,Champions,0.001976548,Low Risk,3440.34,18
15954,Hibernating,0.945135,High Risk,190.75,1
15955,Champions,0.03540837,Low Risk,8085.98,22
15956,Hibernating,0.9873011,High Risk,617.6,2
15957,New Customers,0.007400226,Low Risk,921.25,3
15958,New Customers,0.004841741,Low Risk,462.12,4
15959,Hibernating,0.9927769,High Risk,542.89,3
15960,Hibernating,0.9790718,High Risk,410.95,4
15961,Hibernating,0.9870732,High Risk,451.29,1
15962,Hibernating,0.9853023,High Risk,289.48,1
15963,New Customers,0.006272176,Low Risk,470.76,2
15964,Hibernating,0.9773539,High Risk,269.21000000000004,1
15965,Champions,0.0019588328,Low Risk,2771.94,13
15966,Hibernating,0.930696,High Risk,426.53,1
15967,Champions,0.0020682989,Low Risk,2966.0,12
15968,Hibernating,0.9872707,High Risk,404.55,1
15969,New Customers,0.006629258,Low Risk,1127.05,5
15970,Hibernating,0.96428454,High Risk,1017.32,2
15971,Champions,0.0028739078,Low Risk,5902.83,18
15972,Hibernating,0.9184643,High Risk,1769.33,5
15973,Hibernating,0.97468626,High Risk,680.62,3
15974,Champions,0.00673981,Low Risk,3442.15,7
15975,Hibernating,0.41539237,Medium Risk,371.01,1
15976,Hibernating,0.91300184,High Risk,1694.41,6
15977,New Customers,0.0038840098,Low Risk,1054.73,2
15978,Hibernating,0.18588905,Low Risk,3279.42,3
15979,Hibernating,0.96786755,High Risk,329.22,1
15980,Hibernating,0.43434072,Medium Risk,6543.68,7
15981,Champions,0.09121542,Low Risk,9362.77,21
15982,Hibernating,0.9937249,High Risk,324.51,1
15983,Champions,0.0020883428,Low Risk,3110.37,8
15984,Champions,0.0022984354,Low Risk,8393.02,30
15985,Hibernating,0.735396,High Risk,2715.28,7
15986,New Customers,0.0046244976,Low Risk,354.42,2
15987,Champions,0.03135708,Low Risk,1535.99,8
15988,New Customers,0.0035409266,Low Risk,738.89,3
15989,Hibernating,0.98406464,High Risk,368.31,2
15990,Hibernating,0.094445415,Low Risk,1997.75,7
15991,Hibernating,0.938537,High Risk,150.55,1
15992,New Customers,0.003279228,Low Risk,896.6,3
15993,Champions,0.013138781,Low Risk,2777.67,7
15994,New Customers,0.0044289227,Low Risk,1175.68,3
15995,Hibernating,0.9759689,High Risk,694.54,1
15996,Hibernating,0.497681,Medium Risk,1386.4,7
15998,Champions,0.0026963945,Low Risk,8274.14,16
15999,Hibernating,0.6731431,High Risk,20.4,1
16000,Champions,0.0409918,Low Risk,12393.7,3
16001,Hibernating,0.9676765,High Risk,583.39,1
16002,Hibernating,0.981908,High Risk,169.21,1
16003,Champions,0.002685222,Low Risk,5613.83,10
16004,Hibernating,0.7691521,High Risk,2146.39,5
16005,Champions,0.023454225,Low Risk,2365.49,10
16006,Hibernating,0.983347,High Risk,332.82,2
16007,Hibernating,0.6439598,High Risk,3053.06,7
16008,Champions,0.02037354,Low Risk,5339.13,15
16009,New Customers,0.0033685232,Low Risk,972.11,4
16010,Hibernating,0.92324454,High Risk,1694.86,11
16011,Champions,0.0022590389,Low Risk,5601.01,29
16012,Hibernating,0.31282794,Medium Risk,2978.59,5
16013,Champions,0.0025708056,Low Risk,56078.44,84
16014,New Customers,0.0021792618,Low Risk,1100.28,5
16015,New Customers,0.009893527,Low Risk,704.55,3
16016,Champions,0.02159135,Low Risk,2083.4,11
16017,Hibernating,0.013952253,Low Risk,1545.58,5
16018,New Customers,0.0007739095,Low Risk,698.13,4
16019,Champions,0.0025896206,Low Risk,17329.16,27
16020,New Customers,0.0012768522,Low Risk,851.01,3
16021,Hibernating,0.9914204,High Risk,487.03,2
16022,Hibernating,0.9825714,High Risk,602.63,1
16023,New Customers,0.005620463,Low Risk,719.81,3
16024,New Customers,0.004895895,Low Risk,483.99,3
16025,New Customers,0.0028740815,Low Risk,439.66,1
16026,New Customers,0.0071685216,Low Risk,236.09,1
16027,Champions,0.16008802,Low Risk,2048.36,15
16028,Hibernating,0.98329574,High Risk,82.2,1
16029,Champions,0.026001427,Low Risk,117763.62,107
16030,Hibernating,0.9600988,High Risk,331.24,1
16031,New Customers,0.24967097,Low Risk,547.9,2
16032,Hibernating,0.85213214,High Risk,1965.72,6
16033,Champions,0.059885312,Low Risk,10608.81,27
16034,Hibernating,0.93518066,High Risk,911.32,6
16035,Hibernating,0.96597165,High Risk,217.73,1
16036,Hibernating,0.33239177,Medium Risk,2556.84,4
16037,Hibernating,0.8518132,High Risk,1509.34,5
16038,New Customers,0.005411623,Low Risk,471.78,3
16039,Hibernating,0.9595842,High Risk,456.4,2
16040,Hibernating,0.4884222,Medium Risk,2416.9,7
16041,New Customers,0.009887009,Low Risk,3166.4,3
16042,Champions,0.013342908,Low Risk,2245.32,8
16043,Hibernating,0.86433625,High Risk,1856.59,8
16044,Hibernating,0.9277778,High Risk,340.84000000000003,1
16045,Hibernating,0.80608493,High Risk,3434.93,8
16046,Hibernating,0.9484998,High Risk,235.78,1
16047,Hibernating,0.98400265,High Risk,107.14,1
16048,Hibernating,0.9558017,High Risk,818.7900000000001,4
16049,Hibernating,0.2731348,Low Risk,1852.15,6
16050,Hibernating,0.891728,High Risk,300.7,3
16051,Hibernating,0.96370447,High Risk,188.44,1
16052,New Customers,0.02159962,Low Risk,362.06,1
16053,Champions,0.010363798,Low Risk,3634.84,6
16054,Hibernating,0.8422552,High Risk,2111.88,4
16055,Hibernating,0.8558499,High Risk,134.8,1
16056,New Customers,0.0045315023,Low Risk,650.75,1
16057,Champions,0.0029731747,Low Risk,3854.85,10
16058,Hibernating,0.9085528,High Risk,62.7,1
16059,Champions,0.052059185,Low Risk,3053.57,12
16060,Hibernating,0.9710606,High Risk,541.95,3
16061,Hibernating,0.95943964,High Risk,89.65,1
16062,Champions,0.007529468,Low Risk,2863.45,8
16063,Hibernating,0.9424774,High Risk,335.32,1
16064,Hibernating,0.9559855,High Risk,109.31,1
16065,Hibernating,0.9213474,High Risk,1992.13,8
16066,New Customers,0.0035612092,Low Risk,1521.04,5
16067,Hibernating,0.96515524,High Risk,3269.11,3
16068,Hibernating,0.96121335,High Risk,115.73,1
16069,Hibernating,0.96275693,High Risk,457.7,1
16070,New Customers,0.0034460397,Low Risk,852.15,2
16071,New Customers,0.0011265074,Low Risk,1076.8,4
16072,Hibernating,0.8413908,High Risk,4180.09,4
16073,Hibernating,0.93624896,High Risk,122.4,1
16074,Hibernating,0.9439948,High Risk,252.5,1
16075,Hibernating,0.97534364,High Risk,736.9300000000001,2
16076,Champions,0.006740918,Low Risk,2234.73,10
16077,Hibernating,0.9808848,High Risk,2300.4,1
16078,Hibernating,0.9688731,High Risk,362.99,2
16079,New Customers,0.003330438,Low Risk,1352.0,3
16080,Hibernating,0.91935694,High Risk,602.5600000000001,4
16081,Champions,0.0066158404,Low Risk,4278.96,8
16082,Hibernating,0.96596056,High Risk,106.75,1
16083,Hibernating,0.8502373,High Risk,2351.42,4
16084,Hibernating,0.98525107,High Risk,436.18,1
16085,Champions,0.002003015,Low Risk,2341.03,12
16086,Champions,0.0007829537,Low Risk,2687.73,10
16087,Hibernating,0.964533,High Risk,1739.92,5
16088,Hibernating,0.9637809,High Risk,1437.43,2
16089,Hibernating,0.9860379,High Risk,263.49,2
16090,Hibernating,0.9319385,High Risk,180.56,1
16091,Hibernating,0.9724034,High Risk,315.06,2
16092,Hibernating,0.76506925,High Risk,1587.94,6
16093,Hibernating,0.8345301,High Risk,17.0,1
16094,Champions,0.0037712457,Low Risk,3695.56,11
16095,Hibernating,0.9418978,High Risk,447.05,1
16096,Hibernating,0.8789516,High Risk,1584.97,4
16097,Hibernating,0.88949007,High Risk,185.05,1
16098,Champions,0.022270316,Low Risk,4010.7,14
16099,Hibernating,0.21114427,Low Risk,1573.2,7
16100,Hibernating,0.96100944,High Risk,582.64,1
16101,Hibernating,0.13096212,Low Risk,3229.16,4
